,Ticker,Market Cap,Num Trades,Success Rate,Avg Return
100,CINF,large,24,0.7083333333333334,0.024781290787207786
101,CTAS,large,30,0.6333333333333333,0.04202333932906987
102,CSCO,large,28,0.5714285714285714,0.026625697867819893
103,C,large,27,0.6296296296296297,0.02469515824522508
104,CFG,large,30,0.5333333333333333,0.008269988520619515
105,CTXS,large,42,0.5952380952380952,0.006289664475739229
106,CME,large,29,0.7241379310344828,0.02560641165660834
107,CMS,large,30,0.6666666666666666,0.015476949612178352
108,KO,large,38,0.631578947368421,0.012376095369122602
109,CTSH,large,34,0.6176470588235294,0.006806090867051841
110,CL,large,40,0.525,-0.0022586021804281028
111,CMCSA,large,44,0.5227272727272727,0.01056734053431197
112,CMA,large,30,0.5666666666666667,0.028866144568173453
113,CAG,large,39,0.5641025641025641,-0.00024281036989652282
114,CXO,large,43,0.4883720930232558,-0.012139140572808769
115,COP,large,25,0.64,0.011399586708177844
116,ED,large,37,0.5405405405405406,0.00817391877696754
117,STZ,large,35,0.6,0.008640134030538742
118,GLW,large,31,0.5483870967741935,0.026867255796252838
119,COST,large,34,0.5882352941176471,0.01900379719958156
120,COTY,large,33,0.3939393939393939,-0.01669305322811238
121,CCI,large,43,0.627906976744186,0.011883071136639245
122,CSRA,mid,12,0.5833333333333334,0.053422731474838725
123,CSX,large,34,0.7058823529411765,0.023650080272007195
124,CMI,large,32,0.65625,0.03216787971214428
125,CVS,large,24,0.3333333333333333,-0.019012756744827514
126,DHI,large,43,0.6046511627906976,0.02834854424615442
127,DHR,large,35,0.6,0.04362380075860659
128,DRI,large,36,0.6388888888888888,0.018403769960829954
129,DVA,large,30,0.5,0.007324119058196499
130,DE,large,23,0.782608695652174,0.0486032281415822
131,DAL,large,35,0.6285714285714286,0.015355276390910071
132,XRAY,large,47,0.46808510638297873,0.0021286779818714833
133,DVN,large,32,0.5625,-0.0035712702859446773
134,DLR,large,27,0.5555555555555556,0.03305874060164636
135,DFS,large,24,0.5416666666666666,0.03515816786047284
136,DISCA,mid,35,0.3142857142857143,-0.0032387154728619996
137,DISCK,mid,34,0.4117647058823529,-0.0018874148154540227
138,DISH,large,41,0.4634146341463415,-0.0022735497476355023
139,DG,large,31,0.5161290322580645,0.026046899028162967
140,DLTR,large,38,0.6578947368421053,0.012096914721573065
141,D,large,40,0.55,0.005666098655204491
142,DOV,large,30,0.6,0.029065004029688004
143,DTE,large,31,0.6774193548387096,0.015471602828301748
144,DUK,large,38,0.5526315789473685,0.00730219454178195
145,DRE,mid,41,0.7073170731707317,0.017767202213050646
146,DXC,large,27,0.5555555555555556,0.011945383785840058
147,EMN,large,30,0.5,0.0018241984902627822
148,ETN,large,41,0.7073170731707317,0.017763622967703473
149,EBAY,large,38,0.5526315789473685,0.02852728316563214
150,ECL,large,41,0.6341463414634146,0.021102863575361033
151,EIX,large,34,0.47058823529411764,-0.0002784941232914161
152,EW,large,38,0.631578947368421,0.02941629914850331
153,EA,large,45,0.5777777777777777,0.014968089887104583
154,EMR,large,37,0.6756756756756757,0.016098832228974326
155,ETR,large,36,0.5277777777777778,0.0025782100259610775
156,EVHC,mid,18,0.3888888888888889,-0.026221431804082904
157,EOG,large,28,0.39285714285714285,-0.0213816324736442
158,EQT,large,48,0.4583333333333333,-0.013632541664314867
159,EFX,large,36,0.4166666666666667,0.018532982629349694
160,EQIX,large,32,0.6875,0.01971206962359294
161,EQR,large,34,0.4411764705882353,-0.0025914916325120454
162,ESS,large,35,0.6,0.00841695979167364
163,EL,large,44,0.5909090909090909,0.019501010475384925
164,RE,large,40,0.475,-0.0015814449618998159
165,ES,large,34,0.5294117647058824,0.014444065338868835
166,EXC,large,32,0.65625,0.017719935308842312
167,EXPE,large,37,0.6216216216216216,0.01835054634472196
168,EXPD,large,40,0.5,0.01342115585190908
169,ESRX,large,19,0.47368421052631576,0.002772061586733953
170,EXR,large,31,0.5161290322580645,0.01020415007732179
171,XOM,mega,32,0.59375,-0.005928337461169178
172,FFIV,mid,27,0.48148148148148145,0.02355834044922803
173,FB,mega,26,0.6538461538461539,0.03697047750156019
174,FAST,large,36,0.5277777777777778,0.028170544422119543
175,FRT,mid,36,0.4166666666666667,-0.005948894513916247
176,FDX,large,26,0.34615384615384615,0.04272286081677646
177,FIS,large,44,0.6363636363636364,0.01340258001670519
178,FITB,large,33,0.6060606060606061,0.01872999274156978
179,FE,large,27,0.5925925925925926,-0.006118602928237612
180,FISV,large,42,0.6428571428571429,0.019990244046226232
181,FLIR,mid,34,0.5588235294117647,0.02625027523791902
182,FLS,mid,28,0.5357142857142857,-0.004891034449533217
183,FLR,mid,24,0.5833333333333334,-0.025497418416750527
184,FMC,large,35,0.6857142857142857,0.03252746536383241
185,FL,mid,28,0.4642857142857143,0.006915878635700872
186,F,large,39,0.5897435897435898,0.005213697345668118
187,FTV,large,37,0.5675675675675675,0.013504213142429413
188,FBHS,mid,31,0.5806451612903226,0.013724856674417868
189,BEN,large,33,0.5151515151515151,-0.006092833374872232
190,FCX,large,23,0.4782608695652174,0.027223270352518526
191,GPS,large,37,0.4864864864864865,-0.011268813248622658
192,GRMN,large,39,0.7435897435897436,0.03267520114089298
193,IT,large,33,0.7575757575757576,0.024511056798274106
194,GD,large,31,0.5806451612903226,0.013256359681931448
195,GE,large,27,0.5925925925925926,0.009093168128467624
196,GIS,large,48,0.5833333333333334,0.005825135602389733
197,GM,large,22,0.6818181818181818,0.029565737341415033
198,GPC,large,31,0.45161290322580644,0.0009626496636616085
199,GILD,large,35,0.5142857142857142,0.002411746950395271
200,GPN,large,28,0.7142857142857143,0.05268175531038255
201,GS,large,24,0.7916666666666666,0.0365472004995865
202,GT,mid,28,0.35714285714285715,-0.014672881466917803
203,GWW,large,34,0.6470588235294118,0.013395441391842651
204,HAL,large,26,0.46153846153846156,-0.0179818793713479
205,HBI,mid,34,0.47058823529411764,-0.006857759398815665
206,HOG,mid,31,0.5161290322580645,0.007826082766379508
207,HIG,large,38,0.631578947368421,0.004307663603353951
208,HAS,large,34,0.6764705882352942,0.011413997471304647
209,HCA,large,32,0.625,0.028102034383163034
210,HP,mid,39,0.5128205128205128,-0.010913991218276698
211,HSIC,large,40,0.55,-0.006852655125494313
212,HES,large,28,0.5714285714285714,0.013010291372367274
213,HPE,large,35,0.6,0.023861586060131605
214,HLT,large,26,0.6538461538461539,0.03683824422447295
215,HOLX,large,38,0.6052631578947368,0.0187794698408908
216,HD,mega,26,0.6923076923076923,0.02809507263232704
