,Symbol,Start Date,End Date,Buy Price,Sell Price,Change,Market Cap
20,DHI,2018-09-07,2018-10-03,41.62209701538086,40.16014099121094,-0.035124516278689094,Large
21,DHI,2018-10-08,2018-11-08,39.35655212402344,33.13114929199219,-0.15817957864838553,Large
22,DHI,2018-11-09,2018-12-18,33.30542755126953,35.040061950683594,0.05208263418158528,Large
23,DHI,2018-12-24,2019-01-03,32.045509338378906,34.15530776977539,0.065837568974749,Large
24,DHI,2019-01-07,2019-02-01,36.36232376098633,36.935951232910156,0.01577532491307064,Large
25,DHI,2019-02-13,2019-03-11,39.20842361450195,40.11616516113281,0.023151697083152165,Large
26,DHI,2019-03-15,2019-03-21,39.7843017578125,39.56957244873047,-0.00539733763304931,Large
27,DHI,2019-03-25,2019-04-03,40.9555778503418,40.88725280761719,-0.0016682719744372783,Large
28,DHI,2019-04-04,2019-05-21,41.78522491455078,42.89905548095703,0.026656086420116003,Large
29,DHI,2019-06-12,2019-07-25,44.11355209350586,43.58465576171875,-0.01198942970328092,Large
30,DHI,2019-08-02,2019-09-13,46.03322982788086,48.62422180175781,0.05628525270906957,Large
31,DHI,2019-09-23,2019-10-15,51.286808013916016,51.70928955078125,0.008237625877410804,Large
32,DHI,2019-10-24,2019-10-30,53.03566360473633,51.27698516845703,-0.033160298500012335,Large
33,DHI,2019-11-05,2019-11-12,49.82286834716797,53.320594787597656,0.07020323310286701,Large
34,DHI,2019-11-13,2019-12-09,53.379547119140625,54.102455139160156,0.013542790432560898,Large
35,DHI,2019-12-19,2020-01-10,51.598899841308594,52.9985237121582,0.027125071952195205,Large
36,DHI,2020-01-16,2020-06-15,54.58542251586914,55.443504333496094,0.015719981234504334,Large
37,DHI,2020-07-01,2020-09-23,53.43928146362305,70.79180908203125,0.3247148379085213,Large
38,DHI,2020-09-29,2020-12-08,73.62666320800781,70.65762329101562,-0.040325607431157734,Large
39,DHI,2020-12-10,2020-12-28,69.79972076416016,70.22866821289062,0.006145403506409427,Large
40,DHI,2021-01-05,2021-03-05,66.24838256835938,79.01000213623047,0.19263292284461175,Large
41,DHI,2021-03-08,2021-03-09,80.51000213623047,79.73999786376953,-0.009564082126814729,Large
0,DHR,2016-04-18,2016-05-19,47.58380126953125,49.40425109863281,0.03825776378793068,Large
1,DHR,2016-05-20,2016-06-03,49.797603607177734,49.67219543457031,-0.002518357581956931,Large
2,DHR,2016-06-09,2016-06-13,50.733455657958984,49.57112503051758,-0.022910535313773007,Large
3,DHR,2016-07-01,2016-08-01,51.70881271362305,79.49362182617188,0.537332181004201,Large
4,DHR,2016-09-08,2016-10-06,77.05516815185547,76.51510620117188,-0.007008769997351426,Large
5,DHR,2016-10-07,2016-10-11,76.44672393798828,74.58073425292969,-0.02440902093557651,Large
6,DHR,2016-10-17,2017-03-23,74.1117935180664,84.44514465332031,0.1394292412142869,Large
7,DHR,2017-03-31,2017-04-06,83.82832336425781,84.41637420654297,0.007014942190003118,Large
8,DHR,2017-04-21,2017-05-17,80.07452392578125,80.27056121826172,0.002448185551027066,Large
9,DHR,2017-05-25,2017-08-21,82.82861328125,79.59854888916016,-0.038996963297235794,Large
10,DHR,2017-08-24,2017-10-17,80.3152084350586,83.83953857421875,0.04388123006628147,Large
11,DHR,2017-10-19,2017-11-22,88.59889221191406,92.19790649414062,0.04062143659334147,Large
12,DHR,2018-01-09,2018-04-16,97.11241912841797,99.05790710449219,0.020033359209202434,Large
13,DHR,2018-04-17,2018-05-04,100.31069946289062,98.84088897705078,-0.014652579372986944,Large
14,DHR,2018-05-25,2018-05-29,100.74469757080078,99.18614959716797,-0.015470272989181442,Large
15,DHR,2018-06-11,2018-06-15,101.83966827392578,100.92227172851562,-0.009008243653568922,Large
16,DHR,2018-06-20,2018-07-13,97.7952651977539,98.01424407958984,0.00223915627605422,Large
17,DHR,2018-07-24,2018-08-27,102.31224060058594,101.23526763916016,-0.01052633541308266,Large
18,DHR,2018-08-28,2019-01-04,101.47240447998047,99.55467987060547,-0.01889897671394343,Large
19,DHR,2019-01-09,2019-04-12,103.42984008789062,130.6279296875,0.26296172919244104,Large
20,DHR,2019-04-17,2019-05-17,123.9293212890625,130.1019744873047,0.04980785123356405,Large
21,DHR,2019-06-07,2019-07-18,136.4730987548828,142.0828094482422,0.041104882533918925,Large
22,DHR,2019-07-23,2019-07-31,141.595947265625,139.5988311767578,-0.014104330861396229,Large
23,DHR,2019-08-05,2019-08-08,134.82962036132812,139.98634338378906,0.03824621777204077,Large
24,DHR,2019-08-09,2019-08-13,139.41006469726562,139.63858032226562,0.0016391616021140983,Large
25,DHR,2019-08-14,2019-08-22,135.48538208007812,138.6648712158203,0.02346739616428112,Large
26,DHR,2019-09-06,2019-09-10,143.40426635742188,135.71389770507812,-0.05362719567335757,Large
27,DHR,2019-09-18,2019-10-28,143.02671813964844,135.49636840820312,-0.05264995120766757,Large
28,DHR,2019-11-15,2020-02-10,142.2408447265625,162.31600952148438,0.1411350223173483,Large
29,DHR,2020-02-24,2020-05-15,156.17152404785156,163.39988708496094,0.04628476978232329,Large
30,DHR,2020-06-03,2020-06-30,169.17398071289062,176.529541015625,0.0434792647884646,Large
31,DHR,2020-07-01,2020-08-24,176.85899353027344,205.21072387695312,0.16030697552186762,Large
32,DHR,2020-09-08,2020-09-09,195.81671142578125,201.59689331054688,0.02951832784178095,Large
33,DHR,2020-09-11,2020-11-16,204.5218963623047,229.46258544921875,0.12194630272121253,Large
34,DHR,2020-11-17,2020-12-14,229.162841796875,220.91957092285156,-0.035971236913400186,Large
0,DRI,2016-04-20,2016-05-10,56.16324234008789,57.515289306640625,0.024073520513036295,Large
1,DRI,2016-05-24,2016-06-21,58.52932357788086,59.774627685546875,0.021276584650922487,Large
2,DRI,2016-06-28,2016-08-31,58.03120040893555,55.32695007324219,-0.046599937906453566,Large
3,DRI,2016-10-14,2016-10-17,56.36796188354492,56.67593765258789,0.005463666926245099,Large
4,DRI,2016-10-18,2017-01-23,57.092594146728516,66.6393814086914,0.16721586056201188,Large
